A1;;;
A2;;;
A4;;;
A5;;;
A6;;;
A7;;;
A8;;;
A9;;;
A10;;;
Paratenial nucleus;PT;parataenial nucleus, paratenial thalamic nucleus, parataenial thalamic nucleus;
Paraterminal gyrus;PTG;precommissural hippocampus, subcallosal gyrus, Gyrus paraterminalis;
Paratrigeminal command-associated nucleus;;;
Paratrigeminal nucleus;;;
Paraventricular hypothalamic nuclei;;Paraventricular hypothalamic region,paraventricular hypothalamus;
Paraventricular nuclei;;Paraventricular;
Paraventricular nucleus of hypothalamus;Pa;Pa,paraventricular nucleus of the hypothalamus, filiform nucleus, paraventricular hypothalamic nucleus, Nuclei paraventriculares, Nucleus filiformis, Nucleus paraventricularis hypothalami;
Paraventricular nucleus of thalamus;PV;PVT,Pt, PVTh,pPVT,pPVTh,aPVT,aPVTh, paraventricular nucleus of the thalamus, paraventricular gray, paraventricular nuclei, paraventricular nucleus of thalamus, paraventricular thalamic nucleus, Nucleus paraventricularis thalami, thalamic paraventricular nuclei, thalamic paraventricular nucleus,paraventricular thalamic nucleus;
Paraventricular nucleus of the hypothalamus descending division - forniceal part;;fornical part of the paraventricular nucleus;
Paraventricular nucleus of the hypothalamus descending division - lateral parvicellular part;;lateral parvicellular part of the paraventricular nucleus;
Paraventricular nucleus of the hypothalamus descending division - medial parvicellular part, ventral zone;;ventromedial parvicellular zone of the paraventricular nucleus;
Paraventricular nucleus of the hypothalamus descending division;;descending division of the paraventricular nucleus;
Paraventricular nucleus of the hypothalamus magnocellular division - anterior magnocellular part;;anterior commissural nucleus;
Paraventricular nucleus of the hypothalamus magnocellular division - medial magnocellular part;;;
Paraventricular nucleus of the hypothalamus magnocellular division - posterior magnocellular part lateral zone;;;
Paraventricular nucleus of the hypothalamus magnocellular division - posterior magnocellular part medial zone;;;
Paraventricular nucleus of the hypothalamus magnocellular division - posterior magnocellular part;;;
Paraventricular nucleus of the hypothalamus magnocellular division;;magnocellular division of the paraventricular nucleus;
Paraventricular nucleus of the hypothalamus parvicellular division;;parvicellular division of the paraventricular nucleus;
Paraventricular nucleus of the hypothalamus, descending division, dorsal parvicellular part;;;
Paraventricular nucleus of the hypothalamus, descending division, forniceal part;;;
Paraventricular nucleus of the hypothalamus, descending division, lateral parvicellular part
Paraventricular nucleus of the hypothalamus, descending division, medial parvicellular part, ventral zone;;;
Paraventricular nucleus of the hypothalamus, descending division;;;
Paraventricular nucleus of the hypothalamus, magnocellular division, anterior magnocellular part;;;
Paraventricular nucleus of the hypothalamus, magnocellular division, medial magnocellular part;;;
Paraventricular nucleus of the hypothalamus, magnocellular division, posterior magnocellular part, lateral zone;;;
Paraventricular nucleus of the hypothalamus, magnocellular division, posterior magnocellular part, medial zone;;;
Paraventricular nucleus of the hypothalamus, magnocellular division, posterior magnocellular part;;;
Paraventricular nucleus of the hypothalamus, magnocellular division;;;
Paraventricular nucleus of the hypothalamus, parvicellular division, anterior parvicellular part;;;
Paraventricular nucleus of the hypothalamus, parvicellular division, medial parvicellular part, dorsal zone;;;
Paraventricular nucleus of the hypothalamus, parvicellular division, periventricular part;;;
Paraventricular nucleus of the hypothalamus, parvicellular division;;;
Paraventricular organ;;;
Paravermic Lobule II;;;
Paravermic Lobule III;;;
Paravermic Lobule IV;;;
Paravermic Lobule IX;;;
Paravermic Lobule V;;;
Paravermic Lobule VI;;;
Paravermic Lobule VII;;;
Paravermic Lobule VIII;;;
Paravermis of the anterior lobe of the cerebellum;;;
Paravermis of the posterior lobe of the cerebellum;;;
Paravermis parts of the cerebellar cortex;;;
Parietal association cortex;;;
Parietal cortex;PL;parietal lobe, parietal region, Lobus parietalis;
Parietal insular cortex;;;
Parietal lateral;;;
Parietal lobe;PL;parietal cortex, parietal region, Lobus parietalis,parietal lobule,parietal;
Parietal medial;;;
Parietal neocortex;;;
Parietal operculum;;;
Parietal rhinal;;;
Parietal ventral areas;PV;parietal ventral;
parietal-occipital cortex;;;
parieto-temporo-occipital cortex;;;
parietofrontal;;;
parietotemporal region;;;
pars anterior;;;
pars caudalis;;;
pars compacta;;;
pars dorsalis;;;
Pars intermedia;;;
Pars intermedialis;;;
pars interpolaris;;;
pars lateralis of nucleus habenularis;;;
pars lateralis of the bed nucleus of the stria terminalis;;pars lateralis of the nucleus of the stria terminalis;
pars lateralis;;;
pars magnocellularis;;;
pars media;;;
pars medialis;;;
pars multiformis;;;
Pars nervosa of hypophysis;PNHP;pars nervosa, posterior lobe of pituitary, posterior pituitary;
pars oralis;;;
pars parafascicularis;;;
pars paralateralis;;;
Pars postrema of ventral lateral nucleus;VLP;pars postrema of the ventral lateral nucleus;
pars reticularis;;;
pars reticulata;;;
pars rotunda;;;
pars ventralis of nucleus geniculatus lateralis;;;
parvicellular isthmic nucleus;;;
Parvicellular part of medial dorsal nucleus;MDpc;parvicellular part of the medial dorsal nucleus;
Parvicellular part of ventral anterior nucleus;VApc;parvicellular part of the ventral anterior nucleus;
Parvicellular part of ventral posteromedial nucleus;VPMpc;parvicellular part of the ventral posteromedial nucleus, gustatory thalamic nucleus, thalamic gustatory area, thalamic gustatory relay, thalamic taste relay;
parvicellular red nucleus;;;
parvicellular reticular formation;;;
Parvicellular reticular nucleus;;;
parvicellular ventral posterior;;;
parvicellular;;;
parvocellular hypothalamic paraventricular subdivisions;;;
parvocellular nuclei;;parvocellular nucleus;
Parvocellular oculomotor nucleus;PC3;accessory oculomotor nucleus, Edinger-Westphal nucleus, Nucleus Edinger Westphal;
Parvocellular part of red nucleus;RPC;;
parvocellular red nucleus;;;
parvocellular reticular nucleus;;;
peduncular region;;;
Pedunculopontine nucleus;;pedunculopontine nuclei,pedunculopontine;
Pedunculopontine tegmental nucleus;PPTg;pedunculopontine nucleus, peduncular pontine nucleus, pedunculopontine tegmental nucleus, Nucleus pedunculopontinus, Nucleus tegmenti pedunculopontinus;
pedunculopontine tegmental;;;
Pedunculus;;;
Perforant path;;;
peri-insular cortex;;;
peri-locus coeruleus;;peri- Locus coeruleus;
peri-nBOR region;;;
peri-suprachiasmatic region;;;
Periamygdaloid area;PA;periamygdalar area,  periamygdaloid region, semilunar gyrus;
Periamygdaloid cortex;CoA;cortical amygdalar nucleus, cortical amygdaloid nucleus;
Periaqueductal gray dorsal division;;;
Periaqueductal gray dorsolateral division;;;
Periaqueductal gray medial division;;;
Periaqueductal gray neurons;;;
periaqueductal gray region;;;
Periaqueductal gray rostrolateral division;;;
Periaqueductal gray rostromedial division;;;
Periaqueductal gray ventrolateral division;;;
Periaqueductal gray;CGMB,PAG;central periaqueductal gray, central gray substance of midbrain, PAG, periaqueductal gray matter, Griseum centrale, Griseum centrale mesencephali, Substantia grisea centralis, Substantia grisea centralis mesencephali,periaquaductal gray;
periaqueductal grey matter;;;
Pericalcarine cortex;;;
Pericentral nucleus of inferior colliculus;PCIC;pericentral nucleus of the inferior colliculus, cortex of inferior colliculus;
pericingulate;;;
pericoerulear region;;;
periectostriatal;;;
perifornical area;;perifornical region;
perifornical nucleus;;perifornical;
perigeniculate nucleus;;;
Perihypoglossal nuclear complex;;;
Perihypoglossal nuclei;;;
Perilemniscular nucleus;;;
Periolivary nucleus;PeO;periolivary nuclei, periolivary region,periolivary;
Periorbital;;;
Periorbitum;;;
Peripeduncular nucleus;PPd;Nucleus peripeduncularis,peripeduncular region;
Peripheral olfactory apparatus;;;
Peripheral retinal;;;
Perireticular nucleus;;perireticular;
Perireunensis nucleus;;;
Perirhinal cortex;35;perirhinal area, perirhinal area 35,perirhinal cortices,Perirhinal area,perirhinal;
Perirotundic area;;;
Peristriate;;;
Peritrigeminal nucleus;Pe5;;
Periventricular abducens;;;
Periventricular bundle of the hypothalamus;;;
Periventricular bundle of the thalamus;;;
Periventricular gray;;;
Periventricular nucleus of the hypothalamus;;Periventricular hypothalamus;
Periventricular nucleus of the preoptic area;;;
Periventricular nucleus;;periventricular;
Periventricular organ;;;
Periventricular zone of the hypothalamus;;Periventricular region;
Peroneal nuclei;;;
Phrenic nucleus;;;
Pia-arachnoid;;;
Pial surface;;;
Pigmented parabrabraquial nucleus;;;
Pineal body;Pi;pineal gland, Conarium, Corpus pineale, Epiphysis, Epiphysis cerebri, Glandula pinealis, pineal;
Piriform area;;Piriform area molecular layer, Piriform area polymorph layer,Piriform area pyramidal layer, Piriform-amygdaloid area, Piriform cortex layer 1a,Piriform cortex layer 1b,piriform cortex,piriform;
Pituitary gland, anterior lobe;;;
Pituitary gland, intermediate lobe;;;
Pituitary gland, neural lobe;;;
Pituitary gland;;pituitary;
Planum polare;;;
Polymodal cortex;;;
Pons;Pons;Metencephalon, pons cerebri, Pons Varolii;
Pontine areas;;pontine region;
Pontine central gray;;;
Pontine gigantocellular tegmental field;;;
Pontine gray proper;;;
Pontine gray;;;
pontine micturition center;;;
Pontine nuclear complex;;pontine nuclei,pontine nucleus;
pontine parabrachial nucleus;;pontine parabrachial;
Pontine raphe nucleus;RPn;nucleus raphe pontis, raphe pontis nucleus, Nucleus raphes pontis, Raphe pontis;
Pontine reticular formation;PRF;reticular formation of pons;
Pontine reticular nucleus caudal part;;;
Pontine reticular nucleus rostral part;;;
Pontine reticular nucleus;;pontine reticular;
Pontine subventricular zone;;;
Pontine tegmentum;PTg;dorsal portion of pons, tegmentum of pons, Tegmentum pontis,pontine;
Pontobulbar nucleus;PnB;pontobulbar body, Corpus pontobulbare;
Pontocerebellar;;;
Pontomedullary raphe magnus;;;
Pontospinal;;;
Postcentral gyrus;PoG;post central gyrus, posterior central gyrus, Gyrus postcentralis;
Postcommissural fornix;pofx;;
Postcommissural putamen;;;
Posterior basal forebrain;;;
Posterior calcarine sulcus;;;
Posterior cingulate cortex;;;
Posterior cingulate gyrus;PCgG;posterior cingulate;
Posterior colliculus;;;
Posterior column of fornix;pcfx;posterior column of the fornix, crus of fornix, posterior column;
Posterior commissure;;;
Posterior complex of the thalamus;;posterior complex;
Posterior ectosylvian gyrus;;;
Posterior entopeduncular nucleus;;;
Posterior granular cortex;;;
Posterior horn lateral ventricle;OLV;occipital horn of the lateral ventricle, occipital horn, occipital horn of lateral ventricle, posterior horn of lateral ventricle;
Posterior hypothalamic nucleus;;;
Posterior hypothalamic region;PHR;mammillary region, posterior hypothalamus, Area hypothalamica posterior, Hypothalamus posterior,Posterior hypothalamic area;
Posterior insular cortex;;;
Posterior interposed nucleus;;;
Posterior interpositus nucleus;;;
Posterior intralaminar nucleus;;;
Posterior lateral hypothalamic area;;;
Posterior lateral nucleus;;;
Posterior limb of internal capsule;pic;posterior limb of the internal capsule;
Posterior limitans nuclei;;;
Posterior limiting nucleus of the thalamus;;;
Posterior lobe of the cerebellum;PLCb;cerebrocerebellum, pontocerebellum, posterior cerebellar lobe, Lobus caudalis cerebelli, Lobus posterior cerebelli, Neocerebellum;
Posterior lobule;;;
Posterior mammillary nucleus;;;
Posterior median eminence;PME;;
Posterior medulla;;;
Posterior MGV;;;
Posterior neocortex;;;
Posterior nuclear complex;PNC;posterior thalamic nuclear group;
Posterior nucleus of hypothalamus;PH;posterior hypothalamic area, posterior hypothalamic nucleus, posterior nucleus, Area hypothalamica posterior, Nucleus hypothalamicus posterior;
Posterior nucleus of Rioch;;;
Posterior nucleus of thalamus;PTh;posterior nucleus of the thalamus, Nucleus posterior thalami;
Posterior nucleus of the amygdala;;;
Posterior nucleus;;;
Posterior octavomotor nucleus;;;
Posterior orbital gyrus;POrG;;
Posterior parahippocampal cortex;;;
Posterior parahippocampal gyrus;PPHG;;
Posterior parietal association areas;;;
Posterior parietal cortex;;;
Posterior part of anterior commissure;acp;temporal limb of the anterior commissure;
Posterior periventricular nucleus of the hypothalamus;;;
Posterior periventricular nucleus;Ppe;Griseum periventriculare hypothalami, Nucleus periventricularis posterior;
Posterior pirifirom cortex;;;
Posterior pole of the insula;;;
Posterior pretectal nucleus;;;
Posterior PVT;pPVTh, pPVT;posterior paraventricular thalamus;
Posterior recess nucleus;;;
Posterior thalamic nucleus;;Posterior thalamic nuclei,posterior thalamus;
Posterior thalamic region;;;
Posterior transverse temporal gyrus;PTTG;;
Posterior tuberal nucleus;;;
Posterior tubercle;;;
Posterocentral nucleus;;;
Posterodorsal bulb;;;
Posterodorsal nucleus of medial geniculate body;PDMG;posterodorsal nucleus of the medial geniculate body;
Posterodorsal preoptic nucleus;;;
Posterolateral fissure;plf;;
Posterolateral gyrus proreus;;;
Posterolateral nucleus;;;
Posterolateral tegmental nucleus;;;
Posterolateral visual area;;;
Posteromedial barrel subfield;;;
Posteromedial lateral suprasylvian area;;;
Posteroventral cochlear nucleus; PVCo;Posterior Ventral Cochlear Nucleus;
Posteroventral;;;
Postpiriform transition area;;;
Postsubiculum layers 1-6;;;
Postsubiculum;;;
pre-locus coeruleus;;;
Pre-Post Cerebellar nuclei;;;
pre-supplementary motor area;;;
PreBotzinger complex;;;
Precentral fissure;pce;precentral fissure of the cerebellum;
Precentral gyrus;PrG;anterior central gyrus, precentral convolution, prerolandic gyrus, Gyrus centralis anterior, Gyrus precentralis;
Precentral operculum;PrGOp;;
Precerebellar nucleus lateralis valvulae;;;
Precerebellar nucleus;;;
Precerebellar relay nuclei;;;
Precommand nucleus;;;
Precommissural fornix;pfx;;
Precommissural nucleus;;precommissural;
Precommissural putamen;;;
Precuneus cortex;;;
Predorsal bundle;pd;tectospinal fibers;
Prefrontal cortex;;PFC, frontal region, anterior frontal cortex, frontal association areas, prefrontal lobe, prefrontal region;
Prefrontal cortices;;prefrontal cortical,prefrontal;
Pregeniculate nucleus;;;
Preglomerular complex;;;
Prelimbic area;;prelimbic, prelimbic cortex;
Prelocus coeruleus nuclei;;;
Premammillary nucleus;;;
Premotor center;;;
Premotor cortex;;;
Premotor;;;
Preoccipital notch;pon;;
Preolivary nucleus;;ventral periolivary nucleus, preolivary nuclei, Nucleus preolivaris;
Preoptic area;POA;preoptic nuclei, preoptic region of hypothalamus, Area praeoptica, Area preoptica,Preoptic region,preoptic;
Preoptic hypothalamus;;;
Preoptic medial nucleus;;;
Preoptic nuclei lateral hypothalamus;;;
Preoptic nucleus;;;
Preoptic periventricular nucleus;POP; periventricular preoptic nucleus;
Preoptic recess;;;
Preoptic suprachiasmatic nucleus;;;
Preoptic-hypothalamic region;;;
Prepallidal;;;
Prepiriform cortex;;;
Prepyramidal fissure;ppyf;;
Prepyriform area;Pir;piriform area, lateral olfactory gyrus, piriform cortex, prepiriform cortex, prepyriform cortex, pyriform area, Cortex piriformis, Regio praepiriformis;
Prestriate visual cortex;;;
Presubicular;;;
Presubiculum, layers 1-6;;;
Presubiculum;PrS;;
Pretectal nuclear complex;;Pretectal area,Pretectal nuclei,pretectal nucleus,Pretectal region,pretectal,pretectalis;
Pretectogeniculate;;;
Pretectorotundal;;;
Pretectum;Ptec;pretectal region, pretectal area, pretectal nuclei, pretectum, Area praetectalis, Area pretectalis, Nucleus praetectalis;
Pretoral nucleus;;;
Pretrigeminal nucleus;;;
Primary auditory area;;primary auditory cortex;
primary auditory field;;primary auditory fields;
primary cortices;;;
primary forebrain;;;
primary gustatory nucleus;;;
primary gustatory sensory nuclei;;;
Primary motor cortex;;area F1, motor strip, precentral motor area, precentral motor cortex, primary motor area, primary somatomotor area,Primary motor area,primary motor;
Primary olfactory cortex;;primary olfactory areas, olfactory area, olfactory cortex, Regio olfactoria,primary olfactory;
Primary somatic sensory area;;;
Primary somatosensory area barrel field;;;
Primary somatosensory area lower limb;;;
Primary somatosensory area mouth;;;
Primary somatosensory area nose;;;
Primary somatosensory area trunk;;;
Primary somatosensory area upper limb;;;
Primary somatosensory area;;;
Primary somatosensory cortex lamina VI;;;
Primary somatosensory cortex;S1;anterior parietal cortex, primary somatic sensory area, primary somatosensory area, primary somatosensory areas, primary somesthetic cortex, SI cortex, somatic area I;
primary vestibular;;;
Primary visual area;;;
Primate neocortex;;;
Principal anterior division of supraoptic nucleus;;;
Principal mammillary tract;;;
Principal nucleus;;;
Principal olivary nucleus;;principal olivary nucleus,principal olive;
Principal part of ventral posteromedial nucleus;VPMPr;;
Principal precommissural nucleus;;;
Principal pretectal nucleus;PPt;;
Principal sensory nucleus of trigeminal nerve;Pr5;chief sensory nucleus, main sensory nucleus, principal sensory nucleus, principal sensory trigeminal nucleus, principal trigeminal nucleus, sensory trigeminal nucleus, Nucleus sensorius principalis nervi trigemini,Principal sensory nucleus of the ,trigeminal,principal trigeminal nucleus,principal trigeminal sensory nucleus;
Profundum;;;
Proisocortical area;;;
Prosencephalic;;;
Prosencephalon;;;
Prostriate area;proS;area proS of Pandya;
Prosubiculum;;;
protocerebral bridge;;protocerebral;
proximal pars distalis;;;
PSm;;;
Pulo;;;
Pulvinar;Pul;pulvinar nucleus, pulvinar thalamus, Nucleus pulvinaris, Nucleus pulvinaris thalami,Pulvinar thalami;
pulvinocortical;;;
pupilloconstriction area;;;
Putamen;Pu;Nucleus putamen;
putaminal;;;
PVH;;;
Pyramid;;;
Pyramidal decussation;;;
Pyramidal tract, crossed;;;
Pyramis;;;
Pyramus sublobule a;;;
Pyramus sublobule b;;;
Pyramus;;;
Pyriform allocortex;;;
Pyriform area;;;
pyriform cortex;;;
Radiatum;;;
Raphe dorsalis;DR;dorsal raphe;
Raphe interpositus;;;
Raphe magnus nucleus;;raphe magnus;
Raphe medianus;;;
Raphe Nuclei;;Nuclei raphes, Nucleus raphe,Raphe nucle,raphe nucleus;
raphe obscuris;;raphe obscurus;
Raphe of mesenchephalon;;;
Raphe pallidum;;;
Raphe pallidus;;;
Raphe pontis;;;
Raphe region;;;
Red nucleus;R; Nucleus ruber;
Reticular core;;;
Reticular formation;;brain stem reticular formation, brainstem reticular formation, reticular formation, Formatio reticularis, Substantia reticularis;
reticular lobule;;;
reticular nuclei;;reticular nucleus,reticular;
Reticular nucleus of the spinal cord;;;
Reticular nucleus of the thalamus;;;
reticular protuberance;;;
reticular region;;;
reticular tegmental nucleus;;;
reticular thalamic nucleus;;;
reticularis paragigantocellularis lateralis;;;
reticularis tegmenti pontis nucleus;;;
Reticulocerebellar tract;;;
Reticulospinal tract lateral part;;;
Reticulospinal tract medial part;;;
Reticulospinal tract;;reticulospinal;
Reticulotegmental nucleus;RtTg;reticulotegmental nucleus of pons, reticulotegmental pontine nucleus, tegmental reticular nucleus, Nucleus reticularis tegmenti pontis;
Retina ganglion cell layer;;;
Retina inner nuclear layer;;;
Retina inner plexiform layer;;;
Retina outer nuclear layer;;;
Retina outer plexiform layer;;;
Retina;;retinae,retinal;
retinal annuli;;;
retinal basal lamina;;;
Retinogeniculate;;;
retinorecipient nucleus lentiformis mesencephali;;;
retinorecipient pulvinar nucleus;;;
retinorecipient region;;;
Retrochiasmatic area;;retrochiasmatic;
retrodorsolateral nucleus;;;
retrofacial nucleus;;;
Retrohippocampal region;;;
retroinsular cortex;;retroinsular field;
Retrorubral area;;retrorubral field;
Retrosplenial area dorsal part;;;
Retrosplenial area lateral agranular part;;;
Retrosplenial area ventral part zone a;;;
Retrosplenial area ventral part zone b/c;;;
Retrosplenial area ventral part;;;
Retrosplenial area;;retrosplenial cortex,retrosplenial;
retrosplenial granular;;;
Retrotrapezoid nucleus;;;
retrotrigeminal area;;;
Reuniens nucleus;Re;medioventral nucleus, reuniens thalamic nucleus, Nucleus reuniens, Nucleus reuniens thalami,reuniens;
Rhinal cortex;;rhinal;
Rhinal sulcus;;;
Rhinocele;;;
rhombencephalic reticular formation;;;
rhombencephalic structure;;;
rhombencephalic subependymal;;;
rhombencephalic tegmentum;;rhombencephalic;
rhombencephalic;;;
rhombencephalon;;;
Rhomboidal nucleus;Rh;rhomboid nucleus, rhomboid thalamic nucleus, Nucleus rhomboidalis,rhomboid nuclei,rhomboid thalamic nuclei,rhomboid;
Right basal ganglia;;;
Right cerebral hemisphere;;;
Right frontal lobe;;;
Right limbic lobe;;;
Right occipital lobe;;;
Right parietal lobe;;;
Right sub-lobar region;;;
Right temporal lobe;;;
RNm;;;
Robust nucleus of the archistriatum;;;
Robustus archistriatalis;;;
Ront-parietal operculum;;;
Rostral anterior cingulate cortex;;;
Rostral arcuate nucleus;;;
Rostral bulbar gigantocellular tegmental field;;;
Rostral central nucleus;;;
Rostral cerebral;;;
Rostral colliculus;;;
Rostral dorsal raphe;;rostral DR;
Rostral forebrain;;;
Rostral globus pallidus;;;
Rostral half;;;
Rostral hippocampus;;;
Rostral hypothalamus;;;
Rostral interstitial nucleus of medial longitudinal fasciculus;RI;rostral interstitial nucleus of MLF;
Rostral intralaminar nuclei;RIL;;
rostral limbic cortex;;rostral limbic region;
Rostral linear nucleus;;rostral linear nucleus of the raphe,Rostral linear nucleus raphe;
rostral lobe;;;
rostral magnocellular nucleus;;;
Rostral medullary velum;;;
Rostral middle frontal gyrus;;;
Rostral migratory stream;;;
rostral nonlaminated nuclei;;;
rostral part of the bed nucleus of the stria terminalis;;;
Rostral periolivery nucleus;;;
Rostral pons;;;
Rostral pontine nuclei;;;
Rostral portion of the medial accessory olive;;;
Rostral putamen;;;
Rostral spinal cord;;;
Rostral spinocerebellar tract;;;
rostral subnuclei;;;
rostral substantia nigra;;;
rostral superior temporal cortex;;;
Rostral superior temporal gyrus;;;
Rostral tegmental;;;
Rostral tegmentum;;;
Rostral ventrolateral medulla;;;
Rostralmost part of dorsal area 6;;;
Rostrocaudal extent of the medulla;;;
Rostrocaudal sagulum;;;
Rostrodorsal pontine tegmentum;;;
Rostrolateral area;;;
Rostrolateral nigral;;;
Rostrolateral subdivision;;;
Rostrolateral visual area;;;
Rostromedial caudate nucleus;;rostral-medial part of the caudate nucleus;
rostromiddle basilar pons;;;
rostroventrolateralis;;;
Rostrum of corpus callosum;;;
Rotundal;;;
Rotundoectostriatal;;;
Rotundus;;;
rRpd;;;
Rubral;;;
Rubroolivary;;rubro-olivary;
Rubroreticular tract;;;
Rubrospinal tract;;;
rvlm;;;
s frontal eye fields;;;
saccular terminal zone;;;
sacculus;;saccular nucleus,saccule,saccular;
sacral parasympathetic nucleus;;;
sagulum;;;
scala tympani;;;
scala vestibuli;;;
Schlaefke's area;;;
sciatic nerve;;;
second somatosensory;;;
second visual area;;;
secondary auditory areas;;;
Secondary fissure;scf;Fissura secunda;
secondary gustatory nucleus;;;
Secondary motor area;;;
Secondary olfactory cortex;Ent;entorhinal area, entorhinal cortex, secondary olfactory cortex, Area entorhinalis, Cortex entorhinalis,secondary olfactory;
Secondary visual cortex;;;
Semicircular canal;;;
Sensorimotor areas;;sensorimotor cortex;
Sensorimotor putamen;;;
Sensory cortex;;;
Sensory nuclei of the thalamus;;;
Sensory relay nuclei;;;
Sensory root of the trigeminal nerve;;;
Sensory trigeminal complex;;sensory trigeminal nuclei;
Sensory-motor region;;;
Septal area;;septal complex,septal region,septal;
Septal hippocampus;;;
Septal nuclear complex;;;
Septal pellucidum;;;
Septal subiculum;;;
Septo-accumbens area;;septo-accumbens region;
Septofimbrial nucleus;Sfi;nucleus septofimbrialis, Nucleus septalis fimbrialis;
Septohippocampal nucleus;;;
Septum basal forebrain;;;
Septum of primate;;;
Septum pellucidum;spt;supracommissural septum, Septum lucidum;
Septum;Spt;;
Shell;;accumbens shell,shell of nucleus accumbens, shell;
SId/GPv;;;
Simple lobule sublobule a;;;
Simple lobule sublobule b;;;
Simple lobule;;;
small-celled mediodorsal cortex;;;
SMC;;;
Solitary nucleus;Sol; nucleus of solitary tract, nucleus of the solitary tract, nucleus of tractus solitarius, solitary nuclear complex, Nuclei tractus solitarii, Nucleus fasciculus solitarius, Nucleus solitarius, Nucleus tractus solitarii;
Somatic cranial nerve nuclei;;;
Somatic motor areas;;;
Somatic sensory area;;;
Somatic sensory cortex;;;
Somatomotor nuclei;;;
Somatosensory areas;;;
Somatosensory association cortex;;;
Somatosensory cortex;;somatosensory cortical areas;
somatosensory face cortex;;SF;
Somatosensory thalamic nuclei;;;
Sommer's sector;;;
SON;;;
Song control nuclei;;song-control nucleus;
Song control nucleus high vocal center;;;
Sphincter muscle;;;
Spinal anterior horn;;;
Spinal cerebellum;;;
Spinal cord areas;;;
Spinal cord n;;;
Spinal cord white matter;;;
Spinal cord;;;
spinal dorsal horn;;;
spinal gray matter;;spinal gray;
spinal lateral motor column;;;
spinal nucleus of the bulbocavernosus;;;
Spinal nucleus of the trigeminal caudal part;;;
Spinal nucleus of the trigeminal interpolar part;;;
Spinal nucleus of the trigeminal oral part caudal dorsomedial part;;;
Spinal nucleus of the trigeminal oral part rostral dorsomedial part;;;
Spinal nucleus of the trigeminal oral part ventrolateral part;;;
Spinal nucleus of the trigeminal oral part;;;
Spinal nucleus of the trigeminal;;;
Spinal substantia gelatinosa;;;
Spinal tract of the trigeminal nerve;;;
spinal trigeminal complex;;;
spinal trigeminal nucleus pars caudalis;;;
spinal trigeminal nucleus;;spinal trigeminal nuclei,spinal trigeminal;
spinal trigeminal subnuclei;;;
Spinal trigeminal tract of medulla;sp5m;;
Spinal trigeminal tract of pons;sp5p;;
Spinal ventral horn;;;
Spinal vestibular nucleus;;;
Spinal;;;
Spino-olivary pathway;;;
Spinocerebellar;;;
Spinocervical tract;;;
Spinohypothalamic pathway;;;
Spinomedullary junction;;;
Spinoreticular pathway;;;
Spinotectal pathway;;;
Spinotelencephalic pathway;;;
Spinothalamic tract of medulla;stm;spinothalamic tract;
Spinothalamic tract of midbrain;stmb;;
Spinothalamic tract of pons;stp;;
Spinothalamic tract;;spinothalamic;
Spinovestibular pathway;;;
Spiral ganglion;;;
Splenium of corpus callosum;;splenium;
Str;;;
Strata oriens;;;
Stratum album centrale;;;
Stratum cellulare externum;;;
Stratum granulosum;;;
Stratum griseum centrale;;;
Stratum griseum et fibrosum superficiale;;;
Stratum infragranulosum;;;
Stratum lacunosum moleculare;;Stratum lacunosum-moleculare;
Stratum lucidum;;;
Stratum moleculare of the dentate gyrus;;stratum moleculare;
Stratum opticum;;;
Stratum oriens;Caor;oriens layer of the hippocampus;
Stratum periventriculare;;;
Stratum pyramidale;Capl;pyramidal cell layer of the hippocampus;
Stratum radiatum of regio superior;Card;stratum radiatum;
Stratum zonale of thalamus;SZ;stratum zonale;
Stratum;;;
Stria medullaris;sm;Stria medullaris thalami,Stria medularis;
Stria terminalis;st;terminal stria;
Striatal cell bridges;;;
Striatal complex;;;
Striatal region;;striatal;
Striate cortex;;;
Striatonigral pathway;;;
Striatum;Str;caudate putamen, caudate-putamen, caudoputamen, dorsal striatum, neostriatum, striate nucleus;
Striatum caudal region;;;
Striatum dorsal region;;;
Striatum medial region;;;
Striatum ventral region;;;
Striatum;;;
Striohypothalamic nucleus;;;
Striosomal compartment of neostriatum;;;
Striosomal part of body of caudate nucleus;;;
Striosomal part of caudate nucleus;;;
Striosomal part of head of caudate nucleus;;;
Striosomal part of putamen;;;
Striosomal part of tail of caudate nucleus;;;
Striosome;;;
Sub-ceruleal region;;;
Sub-lobar region;;;
Subarachnoid space;;;
Subbrachial nucleus;;;
Subcallosal area;SCA;;
Subcoerulear region;;;
Subcoeruleus nucleus;;subcoeruleus;
subcoeruleus pars alpha;;;
subcoeruleus region;;;
Subcommissural organ;SCO;;
Subcortical extraretinal;;;
Subcortical nuclei;;subcortical;
Subcuneiform nucleus;SubCn;Nucleus subcuneiformis;
Subependymal zone;;subependymal;
Subfascicular nucleus;SF;;
Subfornical organ;SFO;Organum subfornicale;
Subgenual cortex;;;
Subicular complex;;subicular cortex,subicular;
Subiculum alveus;;;
Subiculum dorsal part molecular layer;;;
Subiculum dorsal part pyramidal layer;;;
Subiculum dorsal part stratum radiatum;;;
Subiculum dorsal part;;;
Subiculum molecular layer inner;;;
Subiculum molecular layer outer;;;
Subiculum molecular layer;;;
Subiculum pyramidal cell layer deep;;;
Subiculum pyramidal cell layer superficial;;;
Subiculum pyramidal cell layer;;;
Subiculum ventral part molecular layer;;;
Subiculum ventral part pyramidal layer;;;
